lat,lon,name,is_city,is_feasible_location,is_existing_charger,n_chargers,mean_power_kw,x_built,c_built,p_built_kw,wq_minutes,lambda_k
37.2376,-5.10311,Osuna,1,0,0,0,0.0,0,0,0,0.0,0.0
38.82191,-0.60603,Ontinyent,1,0,0,0,0.0,0,0,0,0.0,0.0
38.91971,-0.11935,Oliva,1,0,0,0,0.0,0,0,0,0.0,0.0
38.38479,-0.76773,Novelda,1,0,0,0,0.0,0,0,0,0.0,0.0
36.96655,-2.20595,Níjar,1,0,0,0,0.0,0,0,0,0.0,0.0
36.75278,-3.8744,Nerja,1,0,0,0,0.0,0,0,0,0.0,0.0
39.89158,-5.54064,Navalmoral de la Mata,1,0,0,0,0.0,0,0,0,0.0,0.0
38.04095,-1.49014,Mula,1,0,0,0,0.0,0,0,0,0.0,0.0
37.12084,-5.45403,Morón de la Frontera,1,0,0,0,0.0,0,0,0,0.0,0.0
37.58627,-4.63805,Montilla,1,0,0,0,0.0,0,0,0,0.0,0.0
38.90839,-6.61785,Montijo,1,0,0,0,0.0,0,0,0,0.0,0.0
38.96442,-3.89047,Miguelturra,1,0,0,0,0.0,0,0,0,0.0,0.0
39.15127,-5.90841,Miajadas,1,0,0,0,0.0,0,0,0,0.0,0.0
38.91802,-6.34292,Mérida,1,0,0,0,0.0,0,0,0,0.0,0.0
36.45695,-5.92717,Medina Sidonia,1,0,0,0,0.0,0,0,0,0.0,0.0
37.5992,-1.31493,Mazarrón,1,0,0,0,0.0,0,0,0,0.0,0.0
37.329,-5.41681,Marchena,1,0,0,0,0.0,0,0,0,0.0,0.0
38.99915,-3.36991,Manzanares,1,0,0,0,0.0,0,0,0,0.0,0.0
36.37645,-5.25026,Manilva,1,0,0,0,0.0,0,0,0,0.0,0.0
37.78627,-3.61226,Mancha Real,1,0,0,0,0.0,0,0,0,0.0,0.0
37.37301,-5.74951,Mairena del Alcor,1,0,0,0,0.0,0,0,0,0.0,0.0
39.46823,-3.53196,Madridejos,1,0,0,0,0.0,0,0,0,0.0,0.0
37.56329,-1.80974,Puerto Lumbreras,1,0,0,0,0.0,0,0,0,0.0,0.0
37.65896,-5.52751,Lora del Río,1,0,0,0,0.0,0,0,0,0.0,0.0
37.16887,-4.15129,Loja,1,0,0,0,0.0,0,0,0,0.0,0.0
38.09519,-3.63602,Linares,1,0,0,0,0.0,0,0,0,0.0,0.0
37.25482,-7.20433,Lepe,1,0,0,0,0.0,0,0,0,0.0,0.0
36.92077,-6.07529,Lebrija,1,0,0,0,0.0,0,0,0,0.0,0.0
39.20735,-2.15723,La Roda,1,0,0,0,0.0,0,0,0,0.0,0.0
37.38605,-6.55231,La Palma del Condado,1,0,0,0,0.0,0,0,0,0.0,0.0
38.27559,-3.61535,La Carolina,1,0,0,0,0.0,0,0,0,0.0,0.0
37.67359,-4.93122,La Carlota,1,0,0,0,0.0,0,0,0,0.0,0.0
38.47917,-1.325,Jumilla,1,0,0,0,0.0,0,0,0,0.0,0.0
38.32063,-6.7726,Jerez de los Caballeros,1,0,0,0,0.0,0,0,0,0.0,0.0
36.68645,-6.13606,Jerez de la Frontera,1,0,0,0,0.0,0,0,0,0.0,0.0
38.99042,-0.51852,Xàtiva,1,0,0,0,0.0,0,0,0,0.0,0.0
38.62533,-0.57225,Ibi,1,0,0,0,0.0,0,0,0,0.0,0.0
38.5106,-1.70096,Hellín,1,0,0,0,0.0,0,0,0,0.0,0.0
37.29932,-3.13922,Guadix,1,0,0,0,0.0,0,0,0,0.0,0.0
38.53089,-5.92513,El Casar,1,0,0,0,0.0,0,0,0,0.0,0.0
39.98406,-6.53603,Coria,1,0,0,0,0.0,0,0,0,0.0,0.0
37.89155,-4.77275,Córdoba,1,0,0,0,0.0,0,0,0,0.0,0.0
36.65947,-4.75639,Coín,1,0,0,0,0.0,0,0,0,0.0,0.0
38.23998,-1.41987,Cieza,1,0,0,0,0.0,0,0,0,0.0,0.0
39.46667,-0.71667,Chiva,1,0,0,0,0.0,0,0,0,0.0,0.0
38.09242,-1.7985,Cehegín,1,0,0,0,0.0,0,0,0,0.0,0.0
39.2266,-0.52142,Carlet,1,0,0,0,0.0,0,0,0,0.0,0.0
37.61032,-5.82472,Cantillana,1,0,0,0,0.0,0,0,0,0.0,0.0
39.40463,-3.12492,Campo de Criptana,1,0,0,0,0.0,0,0,0,0.0,0.0
39.47649,-6.37224,Cáceres,1,0,0,0,0.0,0,0,0,0.0,0.0
38.9069,-3.66345,Bolaños de Calatrava,1,0,0,0,0.0,0,0,0,0.0,0.0
36.84693,-2.94966,Berja,1,0,0,0,0.0,0,0,0,0.0,0.0
37.49073,-2.77259,Baza,1,0,0,0,0.0,0,0,0,0.0,0.0
37.6167,-4.32245,Baena,1,0,0,0,0.0,0,0,0,0.0,0.0
38.87789,-6.97061,Badajoz,1,0,0,0,0.0,0,0,0,0.0,0.0
37.59989,-0.80682,Atamaría,1,0,0,0,0.0,0,0,0,0.0,0.0
37.01938,-4.56123,Antequera,1,0,0,0,0.0,0,0,0,0.0,0.0
38.03922,-4.05077,Andújar,1,0,0,0,0.0,0,0,0,0.0,0.0
38.68316,-6.40747,Almendralejo,1,0,0,0,0.0,0,0,0,0.0,0.0
38.86917,-1.09713,Almansa,1,0,0,0,0.0,0,0,0,0.0,0.0
37.59091,-4.08237,Alcaudete,1,0,0,0,0.0,0,0,0,0.0,0.0
37.4614,-3.92301,Alcalá la Real,1,0,0,0,0.0,0,0,0,0.0,0.0
37.38856,-2.14949,Albox,1,0,0,0,0.0,0,0,0,0.0,0.0
38.17902,-0.87059,Albatera,1,0,0,0,0.0,0,0,0,0.0,0.0
38.99424,-1.85643,Albacete,1,0,0,0,0.0,0,0,0,0.0,0.0
37.4063,-1.58289,Águilas,1,0,0,0,0.0,0,0,0,0.0,0.0
43.28444,-2.16992,Zarautz,1,0,0,0,0.0,0,0,0,0.0,0.0
41.65606,-0.87734,Zaragoza,1,0,0,0,0.0,0,0,0,0.0,0.0
41.50633,-5.74456,Zamora,1,0,0,0,0.0,0,0,0,0.0,0.0
43.66228,-7.59344,Viveiro,1,0,0,0,0.0,0,0,0,0.0,0.0
42.84998,-2.67268,Gasteiz / Vitoria,1,0,0,0,0.0,0,0,0,0.0,0.0
40.47033,0.47559,Vinaròs,1,0,0,0,0.0,0,0,0,0.0,0.0
40.3581,-3.9043,Villaviciosa de Odón,1,0,0,0,0.0,0,0,0,0.0,0.0
43.48126,-5.43574,Villaviciosa,1,0,0,0,0.0,0,0,0,0.0,0.0
42.64685,-5.55835,Villaquilambre,1,0,0,0,0.0,0,0,0,0.0,0.0
41.22392,1.72511,Vilanova i la Geltrú,1,0,0,0,0.0,0,0,0,0.0,0.0
42.564,-8.82797,Vilanova de Arousa,1,0,0,0,0.0,0,0,0,0.0,0.0
43.29806,-7.6813,Vilalba,1,0,0,0,0.0,0,0,0,0.0,0.0
42.8323,-1.60735,Atarrabia,1,0,0,0,0.0,0,0,0,0.0,0.0
41.11118,1.14764,Vila-seca,1,0,0,0,0.0,0,0,0,0.0,0.0
42.06174,2.25528,Vilaseca,1,0,0,0,0.0,0,0,0,0.0,0.0
41.57165,1.63751,Vilanova del Camí,1,0,0,0,0.0,0,0,0,0.0,0.0
41.31405,2.01427,Viladecans,1,0,0,0,0.0,0,0,0,0.0,0.0
42.23282,-8.72264,Vigo,1,0,0,0,0.0,0,0,0,0.0,0.0
40.4,-3.6,Vicálvaro,1,0,0,0,0.0,0,0,0,0.0,0.0
41.94149,-7.43809,Verín,1,0,0,0,0.0,0,0,0,0.0,0.0
43.1151,-2.4175,Bergara,1,0,0,0,0.0,0,0,0,0.0,0.0
41.28612,1.24993,Valls,1,0,0,0,0.0,0,0,0,0.0,0.0
41.65541,-4.72353,Valladolid,1,0,0,0,0.0,0,0,0,0.0,0.0
40.19081,-3.67887,Valdemoro,1,0,0,0,0.0,0,0,0,0.0,0.0
40.50064,-4.0671,Valdemorillo,1,0,0,0,0.0,0,0,0,0.0,0.0
42.04713,-8.64435,Tui,1,0,0,0,0.0,0,0,0,0.0,0.0
42.06166,-1.60452,Tudela,1,0,0,0,0.0,0,0,0,0.0,0.0
40.81249,0.5216,Tortosa,1,0,0,0,0.0,0,0,0,0.0,0.0
42.04254,3.12703,Torroella de Montgrí,1,0,0,0,0.0,0,0,0,0.0,0.0
43.34943,-4.04785,Torrelavega,1,0,0,0,0.0,0,0,0,0.0,0.0
41.14505,1.39861,Torredembarra,1,0,0,0,0.0,0,0,0,0.0,0.0
41.69914,2.71888,Tordera,1,0,0,0,0.0,0,0,0,0.0,0.0
43.33765,-6.41452,Tineo,1,0,0,0,0.0,0,0,0,0.0,0.0
40.3456,-1.10646,Teruel,1,0,0,0,0.0,0,0,0,0.0,0.0
42.795,-8.548,Teo,1,0,0,0,0.0,0,0,0,0.0,0.0
41.64704,1.13957,Tàrrega,1,0,0,0,0.0,0,0,0,0.0,0.0
41.56667,2.01667,Terrassa,1,0,0,0,0.0,0,0,0,0.0,0.0
41.90475,-1.72678,Tarazona,1,0,0,0,0.0,0,0,0,0.0,0.0
40.00851,-3.00731,Tarancón,1,0,0,0,0.0,0,0,0,0.0,0.0
42.52687,-1.67446,Tafalla,1,0,0,0,0.0,0,0,0,0.0,0.0
41.76401,-2.46883,Soria,1,0,0,0,0.0,0,0,0,0.0,0.0
43.37891,-2.98313,Sopela,1,0,0,0,0.0,0,0,0,0.0,0.0
42.35877,1.46144,La Seu d'Urgell,1,0,0,0,0.0,0,0,0,0.0,0.0
40.94808,-4.11839,Segovia,1,0,0,0,0.0,0,0,0,0.0,0.0
42.78148,-7.41431,Sarria,1,0,0,0,0.0,0,0,0,0.0,0.0
43.44386,-3.45757,Santoña,1,0,0,0,0.0,0,0,0,0.0,0.0
41.74549,1.80476,Sant Joan de Vilatorrada,1,0,0,0,0.0,0,0,0,0.0,0.0
43.46589,-3.80493,Santander,1,0,0,0,0.0,0,0,0,0.0,0.0
40.95065,-5.62723,Santa Marta de Tormes,1,0,0,0,0.0,0,0,0,0.0,0.0
43.03306,-8.80925,Santa Comba,1,0,0,0,0.0,0,0,0,0.0,0.0
41.45152,2.2081,Santa Coloma de Gramenet,1,0,0,0,0.0,0,0,0,0.0,0.0
41.42555,1.78519,Sant Sadurní d'Anoia,1,0,0,0,0.0,0,0,0,0.0,0.0
41.78333,3.03333,Sant Feliu de Guíxols,1,0,0,0,0.0,0,0,0,0.0,0.0
41.56667,2.48333,Sant Andreu de Llavaneres,1,0,0,0,0.0,0,0,0,0.0,0.0
40.67882,-3.61639,San Agustín del Guadalix,1,0,0,0,0.0,0,0,0,0.0,0.0
43.29568,-5.68416,Sama,1,0,0,0,0.0,0,0,0,0.0,0.0
41.97489,2.79281,Salt,1,0,0,0,0.0,0,0,0,0.0,0.0
43.35619,-8.25796,Sada,1,0,0,0,0.0,0,0,0,0.0,0.0
42.51924,-0.36607,Sabiñánigo,1,0,0,0,0.0,0,0,0,0.0,0.0
42.26199,3.17689,Roses,1,0,0,0,0.0,0,0,0,0.0,0.0
43.31195,-1.90234,Errenteria,1,0,0,0,0.0,0,0,0,0.0,0.0
42.99959,-4.13801,Reinosa,1,0,0,0,0.0,0,0,0,0.0,0.0
43.45266,-7.85178,As Pontes de García Rodríguez,1,0,0,0,0.0,0,0,0,0.0,0.0
42.431,-8.64435,Pontevedra,1,0,0,0,0.0,0,0,0,0.0,0.0
42.54664,-6.59619,Ponferrada,1,0,0,0,0.0,0,0,0,0.0,0.0
40.03116,-6.08845,Plasencia,1,0,0,0,0.0,0,0,0,0.0,0.0
42.00955,-4.52406,Palencia,1,0,0,0,0.0,0,0,0,0.0,0.0
42.33669,-7.86407,Ourense,1,0,0,0,0.0,0,0,0,0.0,0.0
43.07654,-8.409,Ordes,1,0,0,0,0.0,0,0,0,0.0,0.0
42.18096,2.49012,Olot,1,0,0,0,0.0,0,0,0,0.0,0.0
40.67816,-3.9707,Moralzarzal,1,0,0,0,0.0,0,0,0,0.0,0.0
41.91084,0.19406,Monzón,1,0,0,0,0.0,0,0,0,0.0,0.0
42.52165,-7.51422,Monforte de Lemos,1,0,0,0,0.0,0,0,0,0.0,0.0
42.6865,-2.94695,Miranda de Ebro,1,0,0,0,0.0,0,0,0,0.0,0.0
41.31239,-4.91413,Medina del Campo,1,0,0,0,0.0,0,0,0,0.0,0.0
40.55274,-3.32894,Meco,1,0,0,0,0.0,0,0,0,0.0,0.0
43.00992,-7.55602,Lugo,1,0,0,0,0.0,0,0,0,0.0,0.0
43.61517,-5.79344,Luanco,1,0,0,0,0.0,0,0,0,0.0,0.0
42.46615,-2.45115,Logroño,1,0,0,0,0.0,0,0,0,0.0,0.0
43.14322,-2.96204,Laudio / Llodio,1,0,0,0,0.0,0,0,0,0.0,0.0
43.41982,-4.75485,Llanes,1,0,0,0,0.0,0,0,0,0.0,0.0
43.43963,-5.8508,Llanera,1,0,0,0,0.0,0,0,0,0.0,0.0
41.61674,0.62218,Lleida,1,0,0,0,0.0,0,0,0,0.0,0.0
43.25375,-8.58535,Laracha,1,0,0,0,0.0,0,0,0,0.0,0.0
42.66085,-8.11285,Lalín,1,0,0,0,0.0,0,0,0,0.0,0.0
41.68333,2.28333,la Garriga,1,0,0,0,0.0,0,0,0,0.0,0.0
42.30026,-5.89772,La Bañeza,1,0,0,0,0.0,0,0,0,0.0,0.0
42.13615,-0.4087,Huesca,1,0,0,0,0.0,0,0,0,0.0,0.0
43.31667,-2.68333,Gernika-Lumo,1,0,0,0,0.0,0,0,0,0.0,0.0
42.0635,-7.72459,Xinzo de Limia,1,0,0,0,0.0,0,0,0,0.0,0.0
42.35664,-3.67321,Gamonal,1,0,0,0,0.0,0,0,0,0.0,0.0
41.52294,0.34894,Fraga,1,0,0,0,0.0,0,0,0,0.0,0.0
42.67182,-2.03226,Estella-Lizarra,1,0,0,0,0.0,0,0,0,0.0,0.0
42.41642,-6.99005,O Barco de Valdeorras,1,0,0,0,0.0,0,0,0,0.0,0.0
42.12632,-1.13716,Ejea de los Caballeros,1,0,0,0,0.0,0,0,0,0.0,0.0
40.06667,-2.13333,Cuenca,1,0,0,0,0.0,0,0,0,0.0,0.0
40.6,-6.53333,Ciudad Rodrigo,1,0,0,0,0.0,0,0,0,0.0,0.0
42.43163,-8.07899,O Carballiño,1,0,0,0,0.0,0,0,0,0.0,0.0
43.18333,-6.55,Cangas del Narcea,1,0,0,0,0.0,0,0,0,0.0,0.0
41.35353,-1.64318,Calatayud,1,0,0,0,0.0,0,0,0,0.0,0.0
42.30506,-1.96521,Calahorra,1,0,0,0,0.0,0,0,0,0.0,0.0
42.10429,1.84628,Berga,1,0,0,0,0.0,0,0,0,0.0,0.0
42.00249,-5.67826,Benavente,1,0,0,0,0.0,0,0,0,0.0,0.0
40.38641,-5.76341,Béjar,1,0,0,0,0.0,0,0,0,0.0,0.0
41.79117,0.81094,Balaguer,1,0,0,0,0.0,0,0,0,0.0,0.0
40.65724,-4.69951,Ávila,1,0,0,0,0.0,0,0,0,0.0,0.0
42.45879,-6.05601,Astorga,1,0,0,0,0.0,0,0,0,0.0,0.0
41.67041,-3.6892,Aranda de Duero,1,0,0,0,0.0,0,0,0,0.0,0.0
41.05,-0.13333,Alcañiz,1,0,0,0,0.0,0,0,0,0.0,0.0
38.68269,-7.10046,Olivenza,1,0,0,0,0.0,0,0,0,0.0,0.0
42.892,-1.777806,SARASATE,0,1,0,0,0.0,0,0,0,0.0,0.613011
42.055861,-1.861722,REPSOL,0,1,0,0,0.0,0,0,0,0.0,0.397462
42.590333,-1.363972,AVIA,0,1,0,0,0.0,0,0,0,0.0,0.081452
42.024778,-1.580333,PLENERGY,0,1,0,0,0.0,0,0,0,0.0,2.757517
42.774333,-1.633278,GASOLINERA NOÁIN,0,1,0,0,0.0,0,0,0,0.0,0.089138
42.818278,-1.60325,REPSOL,0,1,0,0,0.0,0,0,0,0.0,0.034939
42.837667,-0.939306,PETRONOR,0,1,0,0,0.0,0,0,0,0.0,0.226917
42.731944,-1.618028,MOEVE,0,1,0,0,0.0,0,0,0,0.0,0.27274
42.724889,-1.615528,MOEVE,0,1,0,0,0.0,0,0,0,0.0,0.27274
42.200333,-1.676278,REPSOL,0,1,0,0,0.0,0,0,0,0.0,1.943055
42.200361,-1.674889,REPSOL,0,1,0,0,0.0,0,0,0,0.0,1.943055
42.012583,-1.600861,REPSOL,0,1,0,0,0.0,0,0,0,0.0,2.954
40.907139,-3.876222,CEPSA,0,1,0,0,0.0,0,0,0,0.0,0.158046
38.495972,-5.136278,OLIVARERA NTRA.SRA.DEL CARMEN,0,1,0,0,0.0,0,0,0,0.0,0.056721
39.5105,-3.241944,REPSOL,0,1,0,0,0.0,0,0,0,0.0,0.127966
41.863222,-5.716722,TEO,0,1,0,0,0.0,0,0,0,0.0,0.80307
41.207806,-1.394028,COOP. LANGA DEL CASTILLO,0,1,0,0,0.0,0,0,0,0.0,0.025242
42.140583,-5.598556,TEO,0,1,0,0,0.0,0,0,0,0.0,0.338131
39.768389,-2.268028,PASACONSOL S. COOP. DE C-LM,0,1,0,0,0.0,0,0,0,0.0,0.050517
43.535611,-6.705833,E.S.LA COLORADA,0,1,0,0,0.0,0,0,0,0.0,0.92075
42.251222,-5.566194,SUTECAL,0,1,0,0,0.0,0,0,0,0.0,0.3475
42.218889,-5.801917,SUTECAL,0,1,0,0,0.0,0,0,0,0.0,0.16875
43.323611,-1.879944,MERKAOIL,0,1,0,0,0.0,0,0,0,0.0,0.351504
41.191778,-1.309528,COOP. MAINAR,0,1,0,0,0.0,0,0,0,0.0,0.06475
37.590278,-5.747333,COOP.SAN LUIS,0,1,0,0,0.0,0,0,0,0.0,0.919135
39.030361,-3.821833,"MONTES NORTE ENERGETICOS, S.L.",0,1,0,0,0.0,0,0,0,0.0,2.327768
40.999,-1.512083,COOP GALLOCANTA,0,1,0,0,0.0,0,0,0,0.0,0.119354
41.691556,0.594194,"FRU-ROSE, SCCL",0,1,0,0,0.0,0,0,0,0.0,0.93375
42.389528,-1.972064,CARCAR,0,1,0,0,0.0,0,0,0,0.0,1.040329
39.363611,-7.133861,JOYMAR,0,1,0,0,0.0,0,0,0,0.0,0.154389
41.914,-1.259917,COOPERATIVA SAN MIGUEL,0,1,0,0,0.0,0,0,0,0.0,0.400554
42.522889,-1.837889,ENERGETICOS BERBINZANA,0,1,0,0,0.0,0,0,0,0.0,1.040329
42.171361,-1.588306,S.COOP. SAN ESTEBAN,0,1,0,0,0.0,0,0,0,0.0,0.580278
41.97325,-1.635194,AN ENERGETICOS,0,1,0,0,0.0,0,0,0,0.0,0.672559
39.274667,-3.520028,OLEOVINICOLA LABOREÑA SDAD COOP DE C-LM,0,1,0,0,0.0,0,0,0,0.0,0.695796
42.231,2.959417,AVANZA,0,1,0,0,0.0,0,0,0,0.0,0.482389
41.495472,-4.189472,EL PARAMO S.C.L.,0,1,0,0,0.0,0,0,0,0.0,0.242455
41.858028,1.874306,PETROBAGES S.L.,0,1,0,0,0.0,0,0,0,0.0,9.990161
41.741194,-4.385306,"AN ENERGETICOS, S.L. - ESGUEVILLAS DE ESGUEVA",0,1,0,0,0.0,0,0,0,0.0,0.85103
41.256528,-6.070167,AVIA,0,1,0,0,0.0,0,0,0,0.0,0.011636
40.309472,0.118278,COOPERATIVA AGRARIA SAN ISIDRO DE CUEVAS DE VINROMA,0,1,0,0,0.0,0,0,0,0.0,0.936613
38.662639,-3.069639,COOPERATIVA COZAR DE LA SIERRA,0,1,0,0,0.0,0,0,0,0.0,0.236702
41.864194,-1.925111,UNION COMARCAL AGREDANA.S.C.L,0,1,0,0,0.0,0,0,0,0.0,1.77625
42.60225,-1.644417,TALLERES ARRUBLA,0,1,0,0,0.0,0,0,0,0.0,0.669636
39.408694,-2.421139,COOPERATIVA DEL CAMPO NTRA SRA DE RUS,0,1,0,0,0.0,0,0,0,0.0,0.300531
40.751007,-3.163644,SUMINISTROS YUNQUERA SOCIEDAD COOPERATIVA DE CASTILLA LAMANCHA,0,1,0,0,0.0,0,0,0,0.0,1.480859
37.674528,-4.556306,COOP. OLIVARERA SAN ISIDRO,0,1,0,0,0.0,0,0,0,0.0,1.276
39.829778,-4.71575,AVIA,0,1,0,0,0.0,0,0,0,0.0,0.143598
42.922111,-2.0145,MOEVE,0,1,0,0,0.0,0,0,0,0.0,3.233454
42.350056,-1.371222,COOPERATIVA AGRICOLA SAN FRANCISCO JAVIER,0,1,0,0,0.0,0,0,0,0.0,0.580278
40.699617,-1.347402,CEREALES TERUEL,0,1,0,0,0.0,0,0,0,0.0,0.2
40.61525,-1.344639,CEREALES TERUEL,0,1,0,0,0.0,0,0,0,0.0,0.16675
40.812361,-1.482972,CEREALES TERUEL,0,1,0,0,0.0,0,0,0,0.0,0.472
40.588172,-0.987763,CEREALES TERUEL,0,1,0,0,0.0,0,0,0,0.0,0.554
39.281778,-1.719778,COOP SAN GREGORIO,0,1,0,0,0.0,0,0,0,0.0,0.130908
40.8922,-1.461152,CEREALES TERUEL,0,1,0,0,0.0,0,0,0,0.0,0.05012
41.060639,-1.235667,GASOLEOS TERUEL,0,1,0,0,0.0,0,0,0,0.0,2.017129
40.683278,-1.098417,CEREALES TERUEL,0,1,0,0,0.0,0,0,0,0.0,0.194031
39.131015,-4.947033,SI,0,1,0,0,0.0,0,0,0,0.0,0.4515
36.9067,-4.337866,S. COOP. AND. NTRA. SRA. DE LA CANDELARIA,0,1,0,0,0.0,0,0,0,0.0,1.191807
40.636194,-1.001639,CEREALES TERUEL,0,1,0,0,0.0,0,0,0,0.0,0.084325
37.19375,-3.776917,SHELL,0,1,0,0,0.0,0,0,0,0.0,2.918489
40.701472,-0.80425,CEREALES TERUEL,0,1,0,0,0.0,0,0,0,0.0,0.197515
43.170556,-2.597556,EUSKOIL-STAR PETROLEUM,0,1,0,0,0.0,0,0,0,0.0,2.658333
43.281972,-1.916778,ONROAD 24,0,1,0,0,0.0,0,0,0,0.0,0.33319
43.185778,-2.671556,SHELL,0,1,0,0,0.0,0,0,0,0.0,1.028
43.123361,-3.122528,AVIA ,0,1,0,0,0.0,0,0,0,0.0,0.939356
43.015361,-2.1765,AVIA,0,1,0,0,0.0,0,0,0,0.0,0.33319
43.241444,-2.259444,E.S. ZESTOA-AVIA,0,1,0,0,0.0,0,0,0,0.0,0.776756
42.8635,-2.320361,"ANDAMUR ""SAN ROMAN""",0,1,0,0,0.0,0,0,0,0.0,3.257728
